reset,duration,log10_resp,timestamp,multiStepPredictions.actual,multiStepPredictions.1,multiStepBucketLikelihoods.1,multiStepBestPredictions.actual,multiStepBestPredictions.1,anomalyScore,anomalyLabel,multiStepBestPredictions:multiStep:errorMetric='aae':steps=[1]:window=1000:field=log10_resp,multiStepBestPredictions:multiStep:errorMetric='altMAPE':steps=[1]:window=1000:field=log10_resp
int,string,string,string,string,string,string,string,string,string,string,float,float
R,,,,,,,,,,,,
0,297,2.731588765,2015-11-03 22:15:00,2.731588765,{3.384711743: 0.049725831556003026	 3.2125805734: 0.053923447779220882	 2.688472602299379: 0.26699360338522077	 2.693137124483754: 0.19303502813626131	 3.1554058393999997: 0.16258229698197205	 2.7946344921429995: 0.12543634382862928	 2.8161902748999994: 0.094407297325372841	 2.960470778: 0.053368047022140166},{1: 0.26699360338522077	 2: 0.12543634382862928	 3: 0.094407297325372841	 5: 0.053368047022140166	 7: 0.16258229698197205	 8: 0.053923447779220882	 11: 0.049725831556003026},2.731588765,2.6884726023,0.0,[],0.168901062345,5.97259543348
0,364,2.753583059,2015-11-03 22:15:30,2.753583059,{3.384711743: 0.045216883176326182	 3.2125805734: 0.052118737607094116	 2.688472602299379: 0.25577331951005761	 2.693137124483754: 0.18285929358406511	 3.1554058393999997: 0.15507339824867122	 2.7926946558000996: 0.17091097343171852	 2.8161902748999994: 0.085877046505949531	 2.960470778: 0.051678999824042171},{1: 0.25577331951005761	 2: 0.17091097343171852	 3: 0.085877046505949531	 5: 0.051678999824042171	 7: 0.15507339824867122	 8: 0.052118737607094116	 11: 0.045216883176326182},2.753583059,2.6884726023,0.0,[],0.165552978292,5.85917141474
0,319,2.603144373,2015-11-03 22:16:00,2.603144373,{3.2125805734: 0.082189700554921599	 2.688472602299379: 0.32167022908374743	 2.693137124483754: 0.30998756345606027	 3.1554058393999997: 0.0063946509673473186	 2.7743628885600695: 0.19226597167819406	 2.8161902748999994: 0.0032133969515397045	 2.960470778: 0.078210850689892336	 2.968015714: 0.0044274322096955658},{1: 0.32167022908374743	 2: 0.19226597167819406	 3: 0.0032133969515397045	 5: 0.0044274322096955658	 7: 0.0063946509673473186	 8: 0.082189700554921599},2.603144373,2.6884726023,0.0,[],0.163045954886,5.78467211009
0,293,2.824776463,2015-11-03 22:16:30,2.824776463,{3.384711743: 0.046554676507224092	 2.7681289396920485: 0.19115420423473162	 3.2125805734: 0.058418396429637059	 2.688472602299379: 0.24903369106978676	 2.693137124483754: 0.23653024700304526	 3.1554058393999997: 0.039365671896861458	 2.8161902748999994: 0.091207324394256009	 2.960470778: 0.059604893260929048},{1: 0.24903369106978676	 2: 0.19115420423473162	 3: 0.091207324394256009	 5: 0.059604893260929048	 8: 0.039365671896861458	 11: 0.046554676507224092},2.824776463,2.6884726023,0.0,[],0.162235588395,5.75553823196
0,329,2.773054693,2015-11-03 22:17:00,2.773054693,{3.384711743: 0.050892236314223717	 2.7681289396920485: 0.19229325275740686	 3.2125805734: 0.061015778047665052	 2.693137124483754: 0.24727190160348175	 3.1554058393999997: 0.058187816430433283	 2.6628741335095647: 0.22392636636555785	 2.8161902748999994: 0.099705229525980307	 2.960470778: 0.048950591786389976},{1: 0.22392636636555785	 2: 0.19229325275740686	 3: 0.099705229525980307	 5: 0.048950591786389976	 8: 0.058187816430433283	 11: 0.050892236314223717},2.773054693,2.69313712448,0.0,[],0.159814470164,5.67235156609
0,277,2.987666265,2015-11-03 22:17:30,2.987666265,{3.384711743: 0.020341264294382103	 2.7681289396920485: 0.27135715146204364	 3.2125805734: 0.066190982829145248	 2.8187661313299994: 0.040631870974633354	 2.693137124483754: 0.23234692200586315	 3.1554058393999997: 0.07121674157224113	 2.6628741335095647: 0.24328444318863623	 2.960470778: 0.053636016878544433},{1: 0.24328444318863623	 2: 0.27135715146204364	 3: 0.040631870974633354	 5: 0.053636016878544433	 8: 0.07121674157224113	 11: 0.020341264294382103},2.987666265,2.76812893969,0.0,[],0.161520837454,5.72303618409
0,422,3.236033147,2015-11-03 22:18:00,3.236033147,{3.384711743: 0.042829737684048283	 3.2125805734: 0.0505339353533188	 2.8187661313299994: 0.11647887845244258	 2.769606665684434: 0.30182217181775184	 3.1554058393999997: 0.050282233711003883	 2.6628741335095647: 0.18116142728844553	 2.693137124483754: 0.20370675468237859	 2.960470778: 0.039032982983586151},{1: 0.20370675468237859	 2: 0.30182217181775184	 3: 0.11647887845244258	 5: 0.039032982983586151	 8: 0.050282233711003883	 11: 0.042829737684048283},3.236033147,2.76960666568,0.025,[],0.169990438672,5.99870505911
0,343,2.582063363,2015-11-03 22:18:30,2.582063363,{3.384711743: 0.031712161310076217	 2.9739108792999995: 0.082738963049068706	 3.2125805734: 0.033971368002422085	 2.8187661313299994: 0.32766692909965583	 2.769606665684434: 0.20366451276976377	 3.1554058393999997: 0.036672653039055966	 2.6628741335095647: 0.12046706498617443	 2.693137124483754: 0.13738810315106437},{1: 0.13738810315106437	 2: 0.20366451276976377	 3: 0.32766692909965583	 5: 0.082738963049068706	 8: 0.036672653039055966	 11: 0.031712161310076217},2.582063363,2.81876613133,0.0,[],0.171793474609,6.07692083152
0,254,3.487279816,2015-11-03 22:19:00,3.487279816,{3.236033147: 0.089956870116904716	 2.9739108792999995: 0.11123854840081483	 3.2125805734: 0.040218407530283405	 2.8187661313299994: 0.078709909271018105	 2.769606665684434: 0.2675136089967059	 3.1554058393999997: 0.057354144964157465	 2.6628741335095647: 0.14953237229692359	 2.693137124483754: 0.14390127543512987},{8: 0.057354144964157465	 9: 0.089956870116904716	 3: 0.2675136089967059	 5: 0.11123854840081483	 1: 0.14390127543512987},3.487279816,2.76960666568,0.1,[],0.186158729233,6.54484052196
0,387,3.02201574,2015-11-03 22:19:30,3.02201574,{3.236033147: 0.050724817846249652	 2.9739108792999995: 0.048829973049871182	 3.2125805734: 0.011913312868960677	 2.8187661313299994: 0.44731368280554828	 2.769606665684434: 0.077579599779512579	 2.693137124483754: 0.053250257619943793	 2.638630902356695: 0.29791282913874489	 2.960470778: 0.012475526891168877},{8: 0.011913312868960677	 9: 0.050724817846249652	 3: 0.077579599779512579	 5: 0.012475526891168877	 1: 0.29791282913874489},3.02201574,2.81876613133,0.05,[],0.18659695691,6.54975782374
0,329,2.617000341,2015-11-03 22:20:00,2.617000341,{3.236033147: 0.056321574750019497	 2.9739108792999995: 0.04429099774154531	 2.8187661313299994: 0.32573902279082029	 2.769606665684434: 0.11481174725884551	 3.1554058393999997: 0.022856549465741394	 2.693137124483754: 0.078530837757327818	 2.638630902356695: 0.24349233439292192	 3.487279816: 0.060980735804590791},{1: 0.24349233439292192	 3: 0.11481174725884551	 5: 0.04429099774154531	 8: 0.022856549465741394	 9: 0.056321574750019497	 12: 0.060980735804590791},2.617000341,2.81876613133,0.0,[],0.186976177746,6.5764526594
0,346,3.003891166,2015-11-03 22:20:30,3.003891166,{3.236033147: 0.066626124670735143	 2.9739108792999995: 0.085228111425812728	 2.8187661313299994: 0.065337078625110276	 2.769606665684434: 0.21141913861213707	 3.1554058393999997: 0.048271987403914834	 2.693137124483754: 0.1127768971241121	 2.638630902356695: 0.18533930460776665	 3.487279816: 0.11132671047583304},{1: 0.18533930460776665	 3: 0.21141913861213707	 5: 0.085228111425812728	 8: 0.048271987403914834	 9: 0.066626124670735143	 12: 0.11132671047583304},3.003891166,2.76960666568,0.05,[],0.188130039272,6.60792313152
0,284,2.707570176,2015-11-03 22:21:00,2.707570176,{3.236033147: 0.047817707886475533	 2.9739108792999995: 0.037036922430390001	 2.8187661313299994: 0.12578001364812463	 2.769606665684434: 0.099538916045952164	 2.6321417339496866: 0.34961121432689024	 2.693137124483754: 0.068275179168486647	 3.487279816: 0.05182205655573105	 3.02201574: 0.15233617540948344},{1: 0.068275179168486647	 3: 0.099538916045952164	 5: 0.037036922430390001	 6: 0.15233617540948344	 9: 0.047817707886475533	 12: 0.05182205655573105},2.707570176,2.63214173395,0.025,[],0.18544666791,6.52127787705
0,256,3.153814864,2015-11-03 22:21:30,3.153814864,{3.236033147: 0.05002532401917336	 2.9739108792999995: 0.048225988498767615	 2.8187661313299994: 0.07652944436974457	 2.769606665684434: 0.10098396210866956	 2.6321417339496866: 0.34431511768364526	 2.693137124483754: 0.077451703273164571	 3.487279816: 0.053872837121097174	 3.0165783678: 0.18437603878424855},{1: 0.077451703273164571	 3: 0.10098396210866956	 5: 0.048225988498767615	 6: 0.18437603878424855	 9: 0.05002532401917336	 12: 0.053872837121097174},3.153814864,2.63214173395,0.05,[],0.193265887959,6.77905119878
0,308,2.551449998,2015-11-03 22:22:00,2.551449998,{3.236033147: 0.039636215462349592	 2.9739108792999995: 0.030662139291714768	 2.8187661313299994: 0.09675261263353209	 2.693137124483754: 0.057333332559727286	 2.7509957187791034: 0.24197571974433535	 2.6321417339496866: 0.27216631005246289	 3.487279816: 0.042916497567102245	 3.0165783678: 0.16133571926694351},{1: 0.27216631005246289	 2: 0.24197571974433535	 3: 0.09675261263353209	 5: 0.030662139291714768	 6: 0.16133571926694351	 9: 0.039636215462349592	 12: 0.042916497567102245},2.551449998,2.63214173395,0.0,[],0.190707384505,6.70531669472
